id_option_main,option
option_1,ที่นั่งกลางแจ้ง
option_1,บริการจัดส่ง
option_1,สั่งกลับบ้าน
option_1,นั่งรับประทานที่ร้าน
option_1,กาแฟรสชาติเยี่ยม
option_1,ขนมหวานรสชาติเยี่ยม
option_1,ตัวเลือกชารสเลิศ
option_1,ตัวเลือกเบียร์รสชาติเยี่ยม
option_1,อาหารค่ำ
option_1,รับประทานอาหารคนเดียว
option_1,เหมาะกับการทำงานด้วยแล็ปท็อป
option_1,กาแฟ
option_1,เบียร์
option_1,ไวน์
option_1,อาหารจานเล็ก
option_1,อาหารมื้อดึก
option_1,แอลกอฮอล์
option_1,อาหารเช้า
option_1,อาหารมื้อสาย
option_1,อาหารกลางวัน
option_1,อาหารค่ำ
option_1,บริการจัดเลี้ยง
option_1,ของหวาน
option_1,ที่นั่ง
option_1,ห้องน้ำ
option_1,ความเป็นกันเอง
option_1,ทันสมัย
option_1,โรแมนติก
option_1,อบอุ่น
option_1,ขาจร
option_1,นักศึกษามหาวิทยาลัย
option_1,พื้นที่ที่ยอมรับบุคคลข้ามเพศ
option_1,มาเป็นกลุ่ม
option_1,เหมาะสำหรับครอบครัว
option_1,เหมาะสำหรับ LGBTQ+
option_1,รับจอง
option_1,บัตรเครดิต
option_1,บัตรเดบิต
option_1,บัตรเครดิต
option_1,เมนูสำหรับเด็ก
option_1,เหมาะสำหรับเด็ก
option_1,มีที่จอดจำนวนมาก
option_1,ที่จอดรถแบบไม่เสียค่าใช้จ่าย
option_1,ที่จอดรถริมถนนแบบไม่เสียค่าใช้จ่าย
option_2,ที่นั่งกลางแจ้ง
option_2,บริการจัดส่ง
option_2,สั่งกลับบ้าน
option_2,นั่งรับประทานที่ร้าน
option_2,กาแฟรสชาติเยี่ยม
option_2,ขนมหวานรสชาติเยี่ยม
option_2,ตัวเลือกชารสเลิศ
option_2,รับประทานอาหารคนเดียว
option_2,เหมาะกับการทำงานด้วยแล็ปท็อป
option_2,กาแฟ
option_2,ของหวาน
option_2,ที่นั่ง
option_2,ห้องน้ำ
option_2,ความเป็นกันเอง
option_2,ทันสมัย
option_2,อบอุ่น
option_2,ขาจร
option_2,นักศึกษามหาวิทยาลัย
option_2,มาเป็นกลุ่ม
option_2,มีที่จอดจำนวนมาก
option_2,ที่จอดรถแบบเสียค่าใช้จ่าย
option_2,ที่จอดรถริมถนนแบบไม่เสียค่าใช้จ่าย
option_3,ที่นั่งกลางแจ้ง
option_3,สั่งกลับบ้าน
option_3,นั่งรับประทานที่ร้าน
option_3,กาแฟรสชาติเยี่ยม
option_3,ขนมหวานรสชาติเยี่ยม
option_3,ตัวเลือกชารสเลิศ
option_3,อาหารกลางวัน
option_3,รับประทานอาหารคนเดียว
option_3,เหมาะกับการทำงานด้วยแล็ปท็อป
option_3,กาแฟ
option_3,อาหารจานด่วน
option_3,อาหารจานเล็ก
option_3,อาหารเช้า
option_3,อาหารมื้อสาย
option_3,อาหารกลางวัน
option_3,ของหวาน
option_3,ที่นั่ง
option_3,ห้องน้ำ
option_3,ความเป็นกันเอง
option_3,เงียบ
option_3,ทันสมัย
option_3,อบอุ่น
option_3,นักศึกษามหาวิทยาลัย
option_3,มาเป็นกลุ่ม
option_3,รับจอง
option_3,บัตรเครดิต
option_3,เก้าอี้ทานข้าวสำหรับเด็ก
option_3,เมนูสำหรับเด็ก
option_3,เหมาะสำหรับเด็ก
option_3,ที่จอดรถแบบไม่เสียค่าใช้จ่าย
option_3,ที่จอดรถริมถนนแบบไม่เสียค่าใช้จ่าย
option_4,จัดส่งโดยไม่สัมผัส
option_4,บริการจัดส่ง
option_4,สั่งกลับบ้าน
option_4,นั่งรับประทานที่ร้าน
option_4,กาแฟรสชาติเยี่ยม
option_4,ขนมหวานรสชาติเยี่ยม
option_4,ตัวเลือกชารสเลิศ
option_4,รับประทานอาหารคนเดียว
option_4,กาแฟ
option_4,อาหารจานเล็ก
option_4,อาหารมื้อสาย
option_4,อาหารกลางวัน
option_4,ของหวาน
option_4,ห้องน้ำ
option_4,ความเป็นกันเอง
option_4,ทันสมัย
option_4,อบอุ่น
option_4,ขาจร
option_4,นักศึกษามหาวิทยาลัย
option_4,มาเป็นกลุ่ม
option_4,เมนูสำหรับเด็ก
option_4,เหมาะสำหรับเด็ก
option_4,หาที่จอดค่อนข้างยาก
option_4,ที่จอดรถริมถนนแบบไม่เสียค่าใช้จ่าย
option_5,รับสินค้าโดยไม่ต้องลงจากรถ
option_5,บริการจัดส่ง
option_5,ไดรฟ์ทรู
option_5,สั่งกลับบ้าน
option_5,นั่งรับประทานที่ร้าน
option_5,กาแฟรสชาติเยี่ยม
option_5,ขนมหวานรสชาติเยี่ยม
option_5,ตัวเลือกชารสเลิศ
option_5,รับประทานอาหารคนเดียว
option_5,กาแฟ
option_5,ค็อกเทล
option_5,แอลกอฮอล์
option_5,อาหารมื้อสาย
option_5,ของหวาน
option_5,ห้องน้ำ
option_5,ความเป็นกันเอง
option_5,ทันสมัย
option_5,อบอุ่น
option_5,พื้นที่ที่ยอมรับบุคคลข้ามเพศ
option_5,เหมาะสำหรับครอบครัว
option_5,เหมาะสำหรับ LGBTQ+
option_5,เหมาะสำหรับเด็ก
option_5,มีที่จอดจำนวนมาก
option_5,ที่จอดรถแบบไม่เสียค่าใช้จ่าย
option_5,ที่จอดรถริมถนนแบบไม่เสียค่าใช้จ่าย
option_6,บริการจัดส่ง
option_6,สั่งกลับบ้าน
option_6,นั่งรับประทานที่ร้าน
option_6,กาแฟรสชาติเยี่ยม
option_6,ตัวเลือกชารสเลิศ
option_6,รับประทานอาหารคนเดียว
option_6,กาแฟ
option_6,ช่วงลดราคาเครื่องดื่ม
option_6,ช่วงลดราคาอาหาร
option_6,ที่นั่ง
option_6,ห้องน้ำ
option_6,ความเป็นกันเอง
option_6,อบอุ่น
option_6,พื้นที่ที่ยอมรับบุคคลข้ามเพศ
option_6,มาเป็นกลุ่ม
option_6,เหมาะสำหรับครอบครัว
option_6,เหมาะสำหรับ LGBTQ+
option_6,รับจอง
option_6,ต้อนรับสุนัข
option_6,อนุญาตให้นําสุนัขเข้าไปด้านใน
option_6,อนุญาตให้สุนัขอยู่ด้านนอก
option_7,รับสินค้าโดยไม่ต้องลงจากรถ
option_7,สั่งกลับบ้าน
option_7,นั่งรับประทานที่ร้าน
option_7,กาแฟรสชาติเยี่ยม
option_7,ขนมหวานรสชาติเยี่ยม
option_7,ตัวเลือกชารสเลิศ
option_7,รับประทานอาหารคนเดียว
option_7,เหมาะกับการทำงานด้วยแล็ปท็อป
option_7,กาแฟ
option_7,อาหารจานด่วน
option_7,อาหารจานเล็ก
option_7,อาหารมื้อดึก
option_7,อาหารเช้า
option_7,อาหารมื้อสาย
option_7,อาหารกลางวัน
option_7,อาหารค่ำ
option_7,ของหวาน
option_7,ที่นั่ง
option_7,ห้องน้ำ
option_7,Wi-Fi
option_7,Wi-Fi ฟรี
